"Task ID","SUBJECT","MISSION","# OF TASKS","Task Name","Label","Sequence Name","Sequence Number"
806238,"???? ?????","? ????""?",49,"I Davened my quota of Hallel nicely",,,
35791,"???? ?????","?' ???? ????",199,"I davened my quota of Maariv nicely",,,
836771,"???? ?????","???? ??? ?????",29,"I davened my quota of shacaris",,,
836795,"???? ?????","???? ???",10,"I davened my quota of shacharis",,,
822610,"???? ?????","? ????""?",20,"I Davened my Shacharis and Musaf with a Minyan",,,
34027,"???? ?????","???? ??? ?????",126,"I davened my Shacharis and Mussof quota nicely",,,
802708,"???? ?????","? ????""?",147,"I davened my shacharis quota nicely",,,
815970,"???? ?????","??? ???",10,"I davened my shacharis quota nicely (with out Mizmor Lesoda)",,,
807170,"???? ?????","? ????""?",29,"I davened shacharis and musaf with a minyan",,,
806211,"???? ?????","? ????""?",38,"I Davened Shacharis and Musaf with a Minyan",,,
386051,"???? ?????","????? ???",36,"I davened Shacharis with a Minyan",,,
385733,"???? ?????","Purim Day",9,"I davened Shachris",,,
807604,"???? ?????","?? ????",40,"I demanded from Hashem that WE WANT MOSHIACH NOW!",,,
34025,"???? ?????","???? ??? ?????",126,"I did a special act of Kibbud Av V’eim",,,
386043,"???? ?????","????? ????",36,"I did Hachoyol on pages 8-9",,,
34030,"???? ?????","??? ??? ?????",118,"I did Kapporos (anytime before Yom Kippur)",,,
836791,"???? ?????","Nine Days #2",48,"I did not cut my nails until after Tisha b'av",,,
836792,"???? ?????","Nine Days #2",48,"I did not eat meat, chicken or wine unless, it was a sheudas mitzvah",,,
836803,"???? ?????","???? ???",48,"I did not learn torah till after chatzos",,,
836802,"???? ?????","???? ???",48,"I did not take a bath or shower",,,
836804,"???? ?????","???? ???",48,"I did not take a haircut until after chatzos of he 10th of av",,,
806110,"???? ?????","??? ?'",98,"I did not talk until after eating karpas",,,
836800,"???? ?????","???? ???",48,"I did not wear leather shoes of sneakers",,,
59061,"???? ?????","Zayin Cheshvan",108,"I did something to make someone more comfortable (even if it meant giving something up)",,,
105881,"???? ?????","Asara Bteves",36,"I did the ""spot the differences"" on the back page of Hachayol",,,
802673,"???? ?????","?? ????",37,"I did the Niggunim game on the back page of the HaChayol magazine",,,
806114,"???? ?????","??? ?'",78,"I didn't ""steal"" the Afikoman",,,
806123,"???? ?????","??? ?'",78,"I didn't dip the Matza into salt ( inorder not to take away from the taste of the Matza",,,
816091,"???? ?????","??? ?'",80,"I didn't make a Brocha",,,
807587,"???? ?????","????? ?? ???",39,"I drank 4 cups of wine or grape juice while having in mind the coming of Moshiach",,,
823839,"???? ?????","????? ?? ???",10,"I drank a R'evi'is of grape juice",,,
806215,"???? ?????","? ????""?",76,"I drank a Revi'is of grape juice",,,
822504,"???? ?????","??? ?'",20,"I drank the 2nd cup while leaning to my left",,,
815944,"???? ?????","??? ?'",40,"I drank the entire 2nd kois",,,
815776,"???? ?????","??? ?'",20,"I drank the entire 2nd kois while leaning to my left",,,
806118,"???? ?????","??? ?'",18,"I drank the entire 2nd kois ( in one gulp) while leaning to my left",,,
815966,"???? ?????","??? ?'",20,"I drank the entire fourth kois",,,
806140,"???? ?????","??? ?'",18,"I drank the entire fourth kois (in one gulp) while leaning to my left",,,
815933,"???? ?????","??? ?'",40,"I drank the entire kois",,,
806107,"???? ?????","??? ?'",38,"I drank the entire kois (in one gulp) while leaning to my left",,,
815963,"???? ?????","??? ?'",40,"I drank the entire third Kois",,,
806137,"???? ?????","??? ?'",18,"I drank the entire third Kois (in one gulp) while leaning to my left",,,
815795,"???? ?????","??? ?'",40,"I drank the entire third Kois while leaning to my left",,,
822492,"???? ?????","??? ?'",20,"I drank the first cup while leaning to my left",,,
385731,"???? ?????","Purim Night",90,"I dressed up",,,
836770,"???? ?????","???? #4",19,"I encouraged my father to read me the Rebbes letter for the new year",,,
836769,"???? ?????","???? #4",38,"I encouraged my father to sign the pan Kloli asking for a bracha for the Rebbe, my family and Klal Yisroel",,,
834499,"???? ?????","???? ?????",40,"I exchanged my snack with a friend",,,
385723,"???? ?????","Tannis Esther",45,"I fasted for part of the day",,,
34043,"???? ?????","??? ?????",330,"I fasted part of the day",,,
33743,"???? ?????","??? ?????",54,"I fasted part of Yom Kippur",,,
836870,"???? ?????","??' ????",38,"I filled in the correct years of what happened on Chai Elul",,,
834481,"???? ?????","?' ??????",50,"I followed along during kiras Hatorah",,,
834466,"???? ?????","?' ??????",333,"I followed along during Krias HaTorah",,,
837491,"???? ?????","???? ???",38,"I followed along during Krias Hatorah and the Haftorah of mincha",,,
839874,"???? ?????","???? ???",19,"I followed along during Krias Hatorah of shacharis",,,
807177,"???? ?????","????? ?? ???",49,"I followed along during the special Krias haTorah -Oz Yoshir",,,
385744,"???? ?????","Purim Day",81,"I followed along in a Megillah or Chumash",,,
385730,"???? ?????","Purim Night",9,"I followed along in the Megillah or Chumash",,,
34707,"???? ?????","???? ??? ?????",108,"I followed Krias Hatorah and Haftora inside",,,
386041,"???? ?????","????? ????",36,"I followed Krias HaTorah and Haftorah inside by Mincha",,,
105879,"???? ?????","Asara Bteves",63,"I followed Krias Hatorah and the Haftorah inside by mincha",,,
836778,"???? ?????","???? ??? ?????",48,"I followed Krias Hatorah and the Haftorah inside by mincha (boys only)",,,
34691,"???? ?????","?' ???? ????",216,"I followed Krias HaTorah inside",,,
802688,"???? ?????","?? ????",39,"I found a sefer from the Tzemach Tzedek in my house",,,
802649,"???? ?????","? ????",36,"I found a Sefer of the Rebbe Rashab in my house",,,
802684,"???? ?????","?? ????",39,"I gave extra Tzedaka",,,
835508,"???? ?????","??? ?????",40,"I gave extra Tzedaka for 2 days of Yom Tov and Bentch Licht in their Yom tov Clothes",,,
834449,"???? ?????","??? ?????",30,"I gave extra Tzedaka for 2 days of Yom Tov and reminded the girls in my family to Bentch Licht in their Yom tov Clothes",,,
34034,"???? ?????","??? ??? ?????",321,"I gave extra Tzedakah",,,
385720,"???? ?????","Tannis Esther",45,"I gave Machtazis Hashekel from my own money",,,
97942,"???? ?????","?????",54,"I gave maser from my Chanukah Gelt after Chanukah",,,
385739,"???? ?????","Purim Day",45,"I gave Matonos Loevyonim to at least two people",,,
385738,"???? ?????","Purim Day",45,"I gave my own Shalach Manos through a shliach (boys give boys, girls give girls)",,,
838083,"???? ?????","???? #2",152,"I gave tzedakah in Multiples of 355",,,
34036,"???? ?????","??? ??? ?????",18,"I got Malkus",,,
34720,"???? ?????","??? ??? ?????",27,"I got Malkus and said “Ve’hu Rachum”",,,
802680,"???? ?????","#2 ????? ????",36,"I have my own Haggadah with pictures",,,
817681,"???? ?????","?' ????",20,"I heard Birchas Kohanim",,,
34072,"???? ?????","?' ???? ????",18,"I heard 100 tekios",,,
35805,"???? ?????","?' ???? ????",90,"I heard 100 tekios without speaking between them",,,
33749,"???? ?????","??? ?????",170,"I heard Birchas Kohanim",,,
98794,"???? ?????","?????",72,"I heard Krias HaTorah",,,
34073,"???? ?????","?' ???? ????",126,"I heard the 30 extra tekios",,,
836824,"???? ?????","???? #1",192,"I heard the Shofar",,,
34048,"???? ?????","??? ?????",126,"I heard the Shofar and said Leshono Habo’o B’Yerusholayim",,,
835045,"???? ?????","?' ??????",10,"I hearde Birchas Kohanim",,,
802651,"???? ?????","#1????? ????",216,"I helped prepare for Pesach for 10 minutes",,,
802674,"???? ?????","#2 ????? ????",717,"I helped prepare for Pesach for 10 minutes",,,
802694,"???? ?????","??? ???",49,"I helped prepare for Pesach for a half hour",,,
806225,"???? ?????","? ????""?",49,"I helped prepare for Shabbos for at least 10 Minutes",,,
834448,"???? ?????","??? ?????",50,"I helped prepare for shauvos for at least 15 minutes",,,
34056,"???? ?????","?' ???? ????",216,"I helped prepare for Yom Tov",,,
807164,"???? ?????","? ????""?",49,"I helped prepare for Yom Tov for at least 10 minutes",,,
59260,"???? ?????","?? ??????",36,"I helped prepare for Yom Tov on Erev Yom Tov",,,
806187,"???? ?????","?' ????",196,"I helped prepare or clean up from the meal",,,
34075,"???? ?????","?' ???? ????",378,"I helped prepare, serve or cleanup after the meal",,,
807584,"???? ?????","????? ?? ???",49,"I helped prepare, setup, slean up from the meal",,,
834477,"???? ?????","?' ??????",50,"I helped set of clean up a meal",,,
834459,"???? ?????","?' ??????",50,"I helped set or clean up a meal",,,
802687,"???? ?????","?? ????",49,"I helped with B'dikas Chometz",,,
802693,"???? ?????","??? ???",49,"I helped with Biur Cometz listened to Kol Chamira and Yehi Rotzon and made sure the chometz was burned before the zman",,,
836748,"???? ?????","???? #3",96,"I learned the halochos of tishrei",,,
807193,"???? ?????","?? ????",40,"I learned (part of) the Sicha the Rebbe said on Chof Ches Nissan 5751",,,
138790,"???? ?????","?' ???",36,"I learned (some) of the Mishnayos that begin with the letters that spell the Frierdiker Rebbe's name",,,
386033,"???? ?????","?? ???",36,"I Learned a Sicha",,,
839844,"???? ?????","???? ??? ?????",19,"I learned a sicha for shiva asor b'tammuz",,,
836488,"???? ?????","?' ????",37,"I learned a sicha of the Rebbe and its lesson for my life (e.g. sicha of a boy in prison)",,,
97925,"???? ?????","?????",432,"I learned extra Torah for 5 minutes",,,
138782,"???? ?????","?' ???",36,"I learned part of Basi Legani by heart",,,
38642,"???? ?????","?'? ????",72,"I learned something about the Rebbe Maharash",,,
802669,"???? ?????","?? ????",37,"I learned the meaning of (part of) the Rebbe's new kapital",,,
836830,"???? ?????","???? #2",144,"I learned the meaning of the words of the Tefiilos of the Yomim Noroim",,,
836733,"???? ?????","? ??",38,"I learned the sicha about Reb Levik's name",,,
836869,"???? ?????","??' ????",38,"I learned the Sicha about the Baal Shem Tov and children",,,
839876,"???? ?????","???? ???",19,"I learned the sicha for tisha b'av",,,
822624,"???? ?????","? ????""?",10,"I learned Torah for an 10 minutes",,,
806217,"???? ?????","? ????""?",118,"I learned Torah for an additional 10 minutes",,,
824511,"???? ?????","? ????""?",10,"I learned torah for and additional 10 minutes",,,
806208,"???? ?????","? ????""?",274,"I learned Torah for at least 10 minutes",,,
386052,"???? ?????","????? ???",36,"I listed to Krias Hatorah",,,
835455,"???? ?????","?' ??????",10,"I listened to Aseres Hadibros. I heard every word while looking inside the Siddur of Chumash",,,
385742,"???? ?????","Purim Day",9,"I listened to Krias Hatorah",,,
34050,"???? ?????","??? ?????",36,"I listened to Krias HaTorah (Shacharis)",,,
35788,"???? ?????","??? ?????",18,"I listened to Krias Hatorah & Maftir Yonah (Mincha)",,,
34673,"???? ?????","??? ?????",90,"I listened to Krias HaTorah and followed along inside",,,
34055,"???? ?????","??? ?????",18,"I listened to Krias HaTorah and Maftir Yonah (Mincha)",,,
34677,"???? ?????","??? ?????",90,"I listened to Krias Hatorah and Maftir Yonah for Mincha",,,
34071,"???? ?????","?' ???? ????",33,"I listened to my quota of Krias Hatorah",,,
34014,"???? ?????","?' ???? ????",20,"I listened to my quota of Krias Hatorah",,,
34064,"???? ?????","?' ???? ????",1,"I listened to my quota of Krias Hatorahota of Krias Hatorah",,,
836489,"???? ?????","?' ????",37,"I listened to the audio of the Rebbe saying the sicha",,,
385734,"???? ?????","Purim Day",9,"I listened to the Megillah reading in Shul",,,
386042,"???? ?????","????? ????",36,"I listened to the Rebbe's Sicha after Mincha from Tannis Esther",,,
105880,"???? ?????","Asara Bteves",36,"I listened to the Rebbe's Sicho after Mincha",,,
34040,"???? ?????","??? ??? ?????",72,"I listened to the Rebbe’s Brocha to Klal Yisroel after Mincha",,,
34024,"???? ?????","???? ??? ?????",72,"I listened to the Rebbe’s Sicha",,,
807581,"???? ?????","????? ?? ???",39,"I listened to the special Haftorah about Moshiach",,,
835033,"???? ?????","?' ??????",20,"I lite candels",,,
138781,"???? ?????","?' ???",36,"I looked at a picture of the Rebbe while writing my pan",,,
806142,"???? ?????","??? ?'",38,"I made a Brocha Al Hagefen",,,
834443,"???? ?????","????? ??????",50,"I made a commitment not to touch anything without washing Negel Vasser",,,
834444,"???? ?????","????? ??????",50,"I made a commitment to say Modeah Ani as soon as i wake up",,,
802699,"???? ?????","??? ???",39,"I made a hachloto to strengthen my Limmud HaRambam",,,
807606,"???? ?????","?? ????",40,"I made a picture or a project describing how we can see the signs of Moshiach in the word ( see past Hachayol magazines for examples)",,,
385729,"???? ?????","Purim Night",90,"I made noise when Hamon's name was mentioned with a title",,,
802692,"???? ?????","??? ???",49,"I made sure everyone in my house stopped eating before the zman",,,
802686,"???? ?????","?? ????",49,"I made sure the chometz in my house was sold",,,
138789,"???? ?????","?' ???",36,"I made sure to have a Yahrtzeit Licht in our home on Yud Shevat",,,
59070,"???? ?????","Chof Hey Cheshvan",72,"I made sure to say shema from my siddur,learn today's chumash or review what you are learning in scool from your chumash,review (some of) the tanya that you know by heart from your tanya using the seforim in my room",,,
815954,"???? ?????","??? ?'",60,"I made the Bracho Al Achilas Morror and ate a kezayis of Morror in 6-7 minutes",,,
806128,"???? ?????","??? ?'",38,"I made the Bracho Al Achilas Morror and ate a kezayis of Morror without leaning in 6-7 minutes",,,
828314,"???? ?????","??? ???",47,"I made up for one of past Missions that I missed",,,
836805,"???? ?????","???? ???",10,"I my quota of Aicho",,,
836806,"???? ?????","???? ???",10,"I my quota of Kinus",,,
806126,"???? ?????","??? ?'",78,"I or someone at the seder dipped the Marror (*not the lettuce) into the Charoses and then shook off the charoses",,,
822516,"???? ?????","??? ?'",20,"I or someone at the seder made the Korech sandwich (using the third Matza).",,,
806130,"???? ?????","??? ?'",78,"I or someone at the seder madethe Korech sandwich (using the third Matza).",,,
806143,"???? ?????","??? ?'",78,"I or Someone at the seder poured the wine from the Kois shel Eliahu Hanavi Back into the bottle and sang Keli Ato",,,
806127,"???? ?????","??? ?'",78,"I or someone at the seder put the Morror into the lettus",,,
836596,"???? ?????","?? -?? ????",37,"I par ticipated in a Yud Beis Tammuz Rally/Farbrengen",,,
834479,"???? ?????","?' ??????",40,"I participated in a farbrengen and sang the niggunim of the Rabbeim",,,
836868,"???? ?????","??' ????",38,"I participated in a farbrengen/rally in honor of chai elul",,,
836753,"???? ?????","?? ????",38,"I participated in a Farbrengen/rally in honor of tes vav elul",,,
836491,"???? ?????","?' ????",37,"I participated in a GImmel Tammuz Tzivos Hashem Rally",,,
385745,"???? ?????","Purim Day",45,"I participated in a Purim gathering/rally/Farbrengen",,,
834446,"???? ?????","????? ??????",40,"I participated in this months Tzivos Hashem Rally",,,
97917,"???? ?????","?????",432,"I played dreidel",,,
386071,"???? ?????","?? ???",36,"I played the game in Hachayol on page 20 and did the quiz",,,
834445,"???? ?????","????? ??????",40,"I read "" get ready"" in the Hachayol page 5",,,
828313,"???? ?????","??? ???",37,"I read Hachayol page 6&7 about Pesach Sheini",,,
386050,"???? ?????","????? ????",36,"I read Hachayol pages 10, 14-15 (can be done anytime during the week)",,,
834474,"???? ?????","?' ??????",40,"I read Hachayol pages 12-13",,,
386032,"???? ?????","? ???",36,"I read Hachayol pages 6-7 and did the quiz",,,
834473,"???? ?????","?' ??????",40,"I read Hachayol pages 8-11",,,
834487,"???? ?????","?' ??????",40,"I read Hachoyol page 17",,,
807605,"???? ?????","?? ????",40,"I read or heard the Farbi phone in HaChayol page 15",,,
802658,"???? ?????","??? ?????",36,"I read or listened to HaChayol page 7 about Beis Nissan pages 16&17 about Tes Nissan and pages 8&9 about Yud Aleph Nissan",,,
386075,"???? ?????","?? ???",36,"I read the Hachayol page 17 and did he quiz",,,
836676,"???? ?????","???? #4",19,"I read the Rebbes letter for the new year",,,
34038,"???? ?????","??? ??? ?????",126,"I received “Birchas Habonim”",,,
97933,"???? ?????","?????",432,"I received Chanukah Gelt",,,
97941,"???? ?????","?????",54,"I received extra Chanukah Gelt on the 5th night",,,
138788,"???? ?????","?' ???",36,"I reminded everyone in my home who is over Bar Mitzvah to get a Aliyah on the Shabbos before Yud Shevat",,,
836826,"???? ?????","???? #1",192,"I reminded my parents to check out Tefillin and Mezuzos",,,
807181,"???? ?????","????? ?? ???",29,"I reminded the girls in my house to Bentch licht in their Yom Tov clothes",,,
802695,"???? ?????","??? ???",29,"I reminded the girls in my house to give extra tzedaka for 2 days of Yom Tov and Bentch Licht in their Yom tov Clothes",,,
806226,"???? ?????","? ????""?",29,"I reminded the girls in my house to give Tzedaka and Bentch Licht before the Zman in their shabbos clothes",,,
807165,"???? ?????","? ????""?",29,"I reminded the girls in my house to give Tzedaka and Bentch Licht in their Yom Tov clothes",,,
34026,"???? ?????","???? ??? ?????",72,"I reviewed some special things about Rebbetzin Chana",,,
34046,"???? ?????","??? ?????",126,"I said “Shema” “Boruch Sheim” and “Hashem Hu...” out loud",,,
34060,"???? ?????","?' ???? ????",126,"I said “Yehi Rotzoin” and ate an apple dipped in honey",,,
834455,"???? ?????","??? ?????",30,"I said ( my quota of) Tikun.",,,
802697,"???? ?????","??? ???",49,"I said (my quota) of the seder korbon pesach",,,
806117,"???? ?????","??? ?'",98,"I said (or heard ) a D'var Torah",,,
806213,"???? ?????","? ????""?",79,"i said a D'var Torah by the meal",,,
34712,"???? ?????","???? ??? ?????",108,"I said a D’var Torah at the table",,,
34693,"???? ?????","?' ???? ????",108,"I said a D’var Torah during the Shabbos-Yom Tov Seuda",,,
34069,"???? ?????","?' ???? ????",126,"I said a D’var Torah during the Yom Tov Seuda",,,
34028,"???? ?????","???? ??? ?????",18,"I said a D’var Torah or reviewed my parsha sheet from school",,,
834468,"???? ?????","?' ??????",100,"I said a Devar torah at the yom tov meal",,,
100502,"???? ?????","Yud Aleph Cheshvan",289,"I said a Dvar Torah from the Rebbe about Chanukah by a meal or party",,,
98720,"???? ?????","?????",288,"I said Al Hanisim in bentching every time I bentched",,,
385735,"???? ?????","Purim Day",45,"I said amen to the brocha of Shehechiyanu and had in mind the other mitzvos of Purim",,,
34020,"???? ?????","???? ??? ?????",17,"I said Aveinu Malkeinu",,,
34042,"???? ?????","??? ??? ?????",126,"I said extra Tehillim after Maariv",,,
834463,"???? ?????","?' ??????",50,"I said extra Tehillim in honor of Dovid Hamelech's Yartzeit",,,
102974,"???? ?????","Rosh Chodesh Kislev",190,"I said Hallel",,,
806112,"???? ?????","??? ?'",98,"I said Ho'adomo having in mind the Marror and Korech",,,
806131,"???? ?????","??? ?'",98,"I said kein Oso Hillel",,,
806141,"???? ?????","??? ?'",98,"I said leshono Habo'oh B'yerushalayim with kavana that Moshiach should come Now and by next year we will all be in Yerushalayim",,,
837486,"???? ?????","???? ???",19,"I said my quota of Aicho",,,
105875,"???? ?????","Asara Bteves",195,"I said my quota of Avienu Malkeinu",,,
806136,"???? ?????","??? ?'",98,"I said my quota of Bentching nicely",,,
836823,"???? ?????","???? #1",192,"I said my quota of each of the 3 Kapitalach",,,
837487,"???? ?????","???? ???",19,"I said my quota of Kinus",,,
836822,"???? ?????","???? #1",192,"I said my quota of L'dovid Hashem Ohri",,,
806116,"???? ?????","??? ?'",98,"I said my quota of maggid in a loud voice and B'simcha from my own haggadah",,,
836808,"???? ?????","???? ???",48,"I said my quota of Slichos",,,
802657,"???? ?????","??? ?????",46,"I said my quota of the Haggadah",,,
802668,"???? ?????","?? ????",37,"I said my quota of the Rebbe's new Kapital",,,
34704,"???? ?????","???? ??? ?????",109,"I said my Selichos quota",,,
105877,"???? ?????","Asara Bteves",147,"I said my Slichos quota",,,
814845,"???? ?????","#2 ????",10,"I said Nossi of Gud",,,
802659,"???? ?????","#2 ????",36,"I said Nossi of Gud and the Yehi Rotzon",,,
807592,"???? ?????","????? ?? ???",59,"I said or heard a D'var Torah at the meal",,,
806191,"???? ?????","?' ????",98,"I said or heard a D'var Torah at the Yom Tov meal",,,
806233,"???? ?????","? ????""?",98,"I said or heard a D'var Torah by the meal",,,
834462,"???? ?????","?' ??????",40,"I said or heard a story about the Besh't at the meal",,,
806185,"???? ?????","?' ????",49,"I said Tefilas Tal",,,
34684,"???? ?????","?' ???? ????",108,"I said Tehillim before Maariv",,,
834497,"???? ?????","???? ?????",40,"I said the 12 pesukim",,,
814848,"???? ?????","#2 ????",10,"I said the Nossi of Binyomin",,,
802662,"???? ?????","#2 ????",36,"I said the Nossi of Binyomin and teh Yehi Rotzon",,,
814849,"???? ?????","#2 ????",10,"I said the Nossi of Dun",,,
802663,"???? ?????","#2 ????",36,"I said the Nossi of Dun and the Yehi Rotzon",,,
814846,"???? ?????","#2 ????",10,"I said the Nossi of Ephraim",,,
802660,"???? ?????","#2 ????",36,"I said the Nossi of Ephraim and the Yehi Rotzon",,,
814847,"???? ?????","#2 ????",10,"I said the Nossi of Menashe",,,
802661,"???? ?????","#2 ????",36,"I said the Nossi of Menashe and teh Yehi Rotzon",,,
814851,"???? ?????","#2 ????",10,"I said the Nossi of Naftoli",,,
802665,"???? ?????","#2 ????",36,"I said the Nossi of Naftoli and the Yehi Rotzon",,,
814850,"???? ?????","#2 ????",10,"I said the Nossi of Osher",,,
802664,"???? ?????","#2 ????",36,"I said the Nossi of Osher and the Yehi Rotzon",,,
802645,"???? ?????","???? 1#",36,"I said the Nossi of Reuvain and the Yehi Rotzon",,,
802646,"???? ?????","???? 1#",36,"I said the Nossi of Shimon and the Yehi Rotzon",,,
802642,"???? ?????","???? 1#",36,"I said the Nossi of Yehuda and the Yehi Rotzon",,,
802643,"???? ?????","???? 1#",36,"I said the Nossi of Yisochor and the Yehi Rotzon",,,
802644,"???? ?????","???? 1#",36,"I said the Nossi of Zevulun and the Yehi Rotzon",,,
385732,"???? ?????","Purim Night",45,"I said V'al Hanisim in Maariv",,,
385741,"???? ?????","Purim Day",45,"I said V'al Hanisim in Shemoneh Esrei",,,
102978,"???? ?????","Rosh Chodesh Kislev",72,"I said Ya'ale Veyavo in benching",,,
102976,"???? ?????","Rosh Chodesh Kislev",90,"I said Ya'ale Veyavo in Shemone Esrei",,,
385718,"???? ?????","Rosh Chodesh Adar",18,"I said Ya'ale Veyovo in Benching",,,
823892,"???? ?????","? ????""?",10,"I sand a niggun at the meal",,,
836490,"???? ?????","?' ????",37,"I sang (some of) the Rebbe's 14 niggunim",,,
834469,"???? ?????","?' ??????",237,"I sang a niggun at the meal",,,
806192,"???? ?????","?' ????",78,"I sang a Niggun at the Yom Tov meal",,,
38643,"???? ?????","?'? ????",72,"I sang a niggun connected to the Rebbe Maharash",,,
34066,"???? ?????","?' ???? ????",18,"I sang a niggun during the shabbos/yomtov meal",,,
802683,"???? ?????","?? ????",39,"I sang a Niggun of the Tzemach Tzedek",,,
385747,"???? ?????","Purim Day",45,"I sang a purim song at the Seudah",,,
822609,"???? ?????","? ????""?",30,"I sang a song at the meal",,,
822553,"???? ?????","?' ????",20,"I sang a song at the Yom Tov meal",,,
822623,"???? ?????","? ????""?",10,"I sang a song by the meal",,,
824588,"???? ?????","????? ?? ???",10,"I sang a sont at the meal",,,
97901,"???? ?????","?????",432,"I sang Haneros Halalu",,,
34047,"???? ?????","??? ?????",72,"I sang Napoleon’s March before the Shofar blowing",,,
836732,"???? ?????","? ??",38,"I sang Reb Levik's Niggun",,,
806234,"???? ?????","? ????""?",39,"I sang Reb Levik's Niggun by the meal",,,
59069,"???? ?????","Chof Hey Cheshvan",72,"I sang the niggun Didan Natzach",,,
59059,"???? ?????","Zayin Cheshvan",144,"I sang the niggun Henay Ma Tov",,,
836867,"???? ?????","??' ????",38,"I sang the Niggun related to the Baal Shem Tov and the Alter Rebbe",,,
807588,"???? ?????","????? ?? ???",39,"I sang the Niggunim of the Rebbeim",,,
802672,"???? ?????","?? ????",37,"I sang the Rebbe's new Niggun for his birthday",,,
836595,"???? ?????","?? -?? ????",37,"I sang the Yud Beis Tammuz Niggun",,,
834498,"???? ?????","???? ?????",40,"I sang we want moshiach now",,,
802667,"???? ?????","?? ????",37,"I shared or listened to a story about the Rebbe",,,
802682,"???? ?????","?? ????",39,"I shared or listened to what happened on Yud Gimmel Nissan (HaChayol pages 6&7",,,
836487,"???? ?????","?' ????",37,"I signed the pan Kloli on behalf of all the Chayolim in Tzivos Hashem",,,
34049,"???? ?????","??? ?????",36,"I spoke about or helped build the Sukkah on Motzei Y”K",,,
33755,"???? ?????","??? ?????",90,"I spoke about, or helped build the Sukkah on Motzei Y”K",,,
834451,"???? ?????","??? ?????",50,"I stayed up for a half hour to learn",,,
807169,"???? ?????","? ????""?",19,"I stayed up for at least an extra 1/2 hour to learn Torah",,,
823825,"???? ?????","? ????""?",30,"I stayed up to learn Torah",,,
835026,"???? ?????","?' ??????",10,"I stood up, faced I listened to Aseres Hadibros. I heard every word while looking inside the Siddur of Chumash",,,
834457,"???? ?????","?' ??????",30,"I stood up, faced the baal koreh and listened to Aseres Hadibros. I heard every word while looking inside the Siddur of Chumash",,,
834485,"???? ?????","?' ??????",40,"I strengthened my commitment to learn (part of) chitas each day",,,
34061,"???? ?????","?' ???? ????",126,"I tasted a pomegranate",,,
100501,"???? ?????","?????",144,"I told (part of) the Chanukah story at a Chanukah meal or party",,,
63514,"???? ?????","Zayin Cheshvan",36,"I told a story about the fredeker Rebbe and Ahavas Yisroel",,,
38644,"???? ?????","?'? ????",36,"I told or heard a story about the Rebbe Maharash during supper",,,
836752,"???? ?????","?? ????",38,"I told or heard what happened on tes vov elul 5657",,,
837480,"???? ?????","???? ???",38,"I told or heard what happened on th day",,,
836772,"???? ?????","???? ??? ?????",48,"I told or heard what happened Shiva'asor B'Tammuz",,,
836594,"???? ?????","?? -?? ????",37,"I told or listened to the story of Frierdiker Rebbe in prison",,,
105873,"???? ?????","Asara Bteves",54,"I told or listened to what happened on Asarah B'Teves 3336",,,
63504,"???? ?????","Zayin Cheshvan",36,"I told over (or heard) a sicha about Zayin Cheshvan",,,
59060,"???? ?????","Zayin Cheshvan",36,"I told over (or heard) a sicha about Zayin Cheshvan or i told a story about the fredeker Rebbe and Ahavas yisroel",,,
59063,"???? ?????","Yud Aleph Cheshvan",90,"I told over (or heard) something special about rachel imainu",,,
59068,"???? ?????","Chof Hey Cheshvan",72,"I told over (or heard) what happened on chof hey cheshvan 5747",,,
836731,"???? ?????","? ??",38,"I told over what happened on chof av taf shin daled",,,
834452,"???? ?????","??? ?????",20,"I took a hair cut to prepare for Yom Tov",,,
834453,"???? ?????","??? ?????",50,"I took a nap so i would be able to stay up late and say tikun",,,
807172,"???? ?????","? ????""?",49,"I took a nap so that i could stay up late",,,
39961,"???? ?????","?'? ????",18,"I took part in a farbrengen and told a or heard a story about the rebbe maharash",,,
39276,"???? ?????","?'? ????",18,"I took part in a farbrengen and told or heard a story about the rebbe maharash",,,
836492,"???? ?????","?' ????",37,"I took part in the writing competition and wrote a story about the Rebbe and its lesson",,,
836801,"???? ?????","???? ???",48,"I tried my best not to sit on a ""high"" chair until after chatzos",,,
59565,"???? ?????","????? ???? ????? ????",9,"I was called up to the Torah",,,
806193,"???? ?????","?' ????",195,"I was careful not to eat Gebroks",,,
807189,"???? ?????","????? ?? ???",39,"I was careful not to eat Gebroks during the day",,,
802666,"???? ?????","?? ????",37,"I was part of a Yud Aleph Nissan rally or farbrengen",,,
385728,"???? ?????","Purim Night",90,"I was quiet during the Megillah reading and listened nicely",,,
836796,"???? ?????","???? ???",48,"i washed negel vasser only up until my knuckles",,,
802670,"???? ?????","?? ????",37,"I watched (part of ) a video of the Rebbe's Yud Aleph Nissan farbrengen",,,
836691,"???? ?????","???? ??? ?????",38,"I watched or listened to the Rebbes Sicha of Divrei Kevushin",,,
386067,"???? ?????","????? ???",36,"I watched part of a Purim Farbrengen Video of the Rebbe",,,
839875,"???? ?????","???? ???",19,"I watched to the Rebbes sicha of divrei Kevushin",,,
802671,"???? ?????","?? ????",37,"I went on Mivtzoim in connection with the Rebbe's birthday",,,
807190,"???? ?????","????? ?? ???",19,"I went on Tahalucha",,,
834471,"???? ?????","?' ??????",20,"I went on Tahlucha",,,
34701,"???? ?????","?' ???? ????",108,"I went to a body of water and said my tashlich quota",,,
