879376,I davened my ???? quota nicley
879377,"I davened my ?????, ????, & ??? quotas with a ????"
879378,"I made a ""???? ?????"" in the ????"
879379,I learned ???? for at least 15 minutes
879380,I davened my ???? quota with a ????
879381,I participated in ???? ??? ??????
879382,I shook the ???? and ????? before eating
879383,"I davened my ?????, ????, & ??? quotas with a ????"
879384,"I made a ""???? ?????"" in the ????"
879385,I learned ???? for at least 15 minutes
879386,I davened my ???? quota with a ????
879387,I participated in ???? ??? ??????
879388,I shook the ???? and ????? before eating
879389,"I davened my ?????, ????, & ??? quotas with a ????"
879390,"I made a ""???? ?????"" in the ????"
879391,I learned ???? for at least 15 minutes
879392,I davened my ???? quota with a ????
879393,I participated in ???? ??? ??????
879394,I shook the ???? and ?????
879395,"I davened my ?????, ????, & ??? quotas with a ????"
879396,"I made a ""???? ?????"" in the ????"
879397,I learned ???? for at least 15 minutes
879398,I davened my ???? quota with a ????
879399,I participated in ???? ??? ??????
879400,I stayed up at night and said ?????
879401,I shook the ???? and ????? before eating
879402,"I davened my ?????, ????, & ??? quotas with a ????"
879403,"I made a ""???? ?????"" in the ????"
879404,I learned ???? for at least 15 minutes
879405,"I ate ?????? and ""klapped Hoshanas"""
879406,I helped prepare for ??? ???
879407,I gave ???? & lit candles using my own candlesticks and in my ??? clothing
879408,I davened ???? and ????? nicely
879409,I went to ??? and davened my ????? and ???? quotas nicely
879410,I followed ????? ????? inside
879411,I listened to ???? ?????
879412,"I started saying ""???? ???? ?????? ????"""
879413,I ate and drank in the ????
879414,"I helped set up, serve, or clean up by any meal"
879415,I said a ??? ???? during any meal
879416,I davened my ???? & ????? quotas nicely
879417,I participated in ????? and said ??? ????
879418,I went to ??? and davened my ????? and ???? quotas nicely
879419,I listened to ???? ?????
879420,I participated in ????? and said ??? ????
879421,I followed along by ????? ?????
879422,"I said ""??? ??? ??????"" after we finished reading the whole ????"
879423,"I helped set up, serve, or clean up by any meal"
879424,I said a ??? ???? during any meal
879425,I davened my ???? quota nicely
879426,"I went to a Farbrengen on ??? ?????? and extended Yom Tov into the week, and sang the Rebbaims niggunim."
879427,I did something special on ??? ?????? because this ??? will affect my whole year.
879428,I did Kapparos (anytime before ??? ?????)
879429,I went to the ????
879430,I asked my friends for forgiveness
879431,I asked for Lekach- honey cake
879432,I gave extra ????
879433,I ate the first ????? (with kreplach)
879434,"I got ????? and said ""???? ????"""
879435,I davened my ???? quota with ?? ???
879436,I ate the ????? ??????
879437,I received a ???? ?????
879438,I listened to the Rebbe's Brocha to Klal Yisrael after Mincha
879439,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
879440,I went to ??? for ?? ???? and davened my quota nicely
879441,I said extra ?????? after ?????
879442,I fasted part of the day
879443,I behaved extra well because my parents were fasting
879444,I went to ??? and davened my ????? quota nicely
879445,I followed ????? ????? inside
879446,I davened my ???? quota nicely
879447,"I bowed down for ""Koyrim"""
879448,I went under the ???? for duchening
879449,I listened to ????? ????? & ????? ????
879450,I davened my ???? & ????? quotas nicely
879451,"I said "" ...???, ???? ??, ?' ???"" out loud"
879452,I sang Napolean's March before ???? blowing
879453,"I heard the ???? and said ""???? ??? ????????"""
879454,I spoke about or helped build the ???? on ????? ??? ?????
879455,I learned something about the ??? ???''?
879456,"I sang a niggun connected to the ??? ???''?- ""Lechatchilla Arriber"""
879457,I took part of a Farbrengen and told a story about the ??? ???''?
879458,I helped prepare for ??? ???
879459,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
879460,I went to ??? and davened my ????? quota nicely
879461,"I ate & drank in the ???? and said ""???? ?????"""
879462,I said a ??? ???? during any meal
879463,I shook ???? and ????? before eating
879464,I went to ??? and davened my ????? and ???? quotas nicely
879465,I followed along by ????? ?????
879466,I went under the ???? for Duchening
879467,I went to ??? & davened my ???? quota nicely
879468,I davened my ????? quota nicely
879469,I shook ???? and ????? before eating
879470,I went to ??? and davened my ????? and ???? quotas
879471,I followed along by ????? ?????
879472,I went under a ???? for Duchening
879473,"I ate & drank in the ???? and said ""???? ?????"""
879474,"I helped set up, serve, or clean up by any meal"
879475,I said a ??? ???? during any meal
879476,I went to ??? & davened my ???? & ????? quotas nicely
879477,I davened my ????? quota nicely
879478,"I davened my ?????, ????, & ??? quotas with a ????"
879479,I had a Rev'iis of grape juice
879480,"I ate & drank in the ???? and said ""???? ?????"""
879481,I learned ???? for at least 15 minutes
879482,I davened my ???? quota with a ????
879483,I davened my ????? quota
879484,I participated in ???? ??? ??????
879485,I shook the ???? and ????? before eating
879486,"I davened my ?????, ????, & ??? quotas with a ????"
879487,I had a Rev'iis of grape juice
879488,"I ate & drank in the ???? and said ""???? ?????"""
879489,I learned ???? for at least 15 minutes
879490,I davened my ???? quota with a ????
879491,I davened my ????? quota
879492,I participated in ???? ??? ??????
879493,I shook the ???? and ????? before eating
879494,"I davened my ?????, ????, & ??? quotas with a ????"
879495,I had a Rev'iis of grape juice
879496,"I ate & drank in the ???? and said ""???? ?????"""
879497,I learned ???? for at least 15 minutes
879498,I davened my ???? quota with a ????
879499,I davened my ????? quota
879500,I participated in ???? ??? ??????
879501,I shook the ???? and ?????
879502,"I davened my ?????, ????, & ??? quotas with a ????"
879503,I had a Rev'iis of grape juice
879504,"I ate & drank in the ???? and said ""???? ?????"""
879505,I learned ???? for at least 15 minutes
879506,I davened my ???? quota with a ????
879507,I davened my ????? quota
879508,I participated in ???? ??? ??????
879509,I stayed up at night and said ?????
879510,I shook the ???? and ????? before eating
879511,"I davened my ?????, ????, & ??? quotas with a ????"
879512,I had a Rev'iis of grape juice
879513,"I ate & drank in the ???? and said ""???? ?????"""
879514,I learned ???? for at least 15 minutes
879515,"I ate ?????? and ""klapped Hoshanas"""
879516,I helped prepare for ??? ???
879517,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
879518,I went to ??? and davened my ???? and ????? quotas nicely
879519,I participated in ????? and said ??? ????
879520,I went to ??? and davened my ????? and ???? quotas nicely
879521,I followed ????? ????? inside
879522,I went under the ???? for Duchening
879523,"I started saying ""???? ???? ?????? ????"""
879524,I ate and drank in the ????
879525,"I helped set up, serve, or clean up by any meal"
879526,I said a ??? ???? during any meal
879527,I went on Tahalucha
879528,I went to ??? and davened my ???? & ????? quotas nicely
879529,I participated in ????? and said ??? ????
879530,I went to ??? and davened my ????? and ???? quotas nicely
879531,I went under the ???? for Duchening
879532,I participated in ????? and said ??? ????
879533,I had an ???-? with all the kinderlach
879534,I followed along by ????? ?????
879535,"I said ""??? ??? ??????"" after we finished reading the whole ????"
879536,"I helped set up, serve, or clean up by any meal"
879537,I said a ??? ???? during any meal
879538,"I went to a Farbrengen on ??? ?????? and extended Yom Tov into the week, and sang the Rebbaims niggunim."
879539,I did something special on ??? ?????? because this ??? will affect my whole year.
879540,I did Kapparos (anytime before ??? ?????)
879541,I went to the ????
879542,I asked my friends for forgiveness
879543,I asked for Lekach- honey cake
879544,I gave extra ????
879545,I ate the first ????? (with kreplach)
879546,"I got ????? and said ""???? ????"""
879547,I davened my ???? quota with ?? ???
879548,I ate the ????? ??????
879549,I received a ???? ?????
879550,I listened to the Rebbe's Brocha to Klal Yisrael after Mincha
879551,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
879552,I went to ??? for ?? ???? and davened my quota nicely
879553,I said extra ?????? after ?????
879554,I fasted part of the day
879555,I behaved extra well because my parents were fasting
879556,I went to ??? and davened my ????? quota nicely
879557,I followed ????? ????? inside
879558,I davened my ???? quota nicely
879559,"I bowed down for ""Koyrim"""
879560,I went under the ???? for duchening
879561,I listened to ????? ????? & ????? ????
879562,I davened my ???? & ????? quotas nicely
879563,"I said "" ...???, ???? ??, ?' ???"" out loud"
879564,I sang Napolean's March before ???? blowing
879565,"I heard the ???? and said ""???? ??? ????????"""
879566,I spoke about or helped build the ???? on ????? ??? ?????
879567,I learned something about the ??? ???''?
879568,"I sang a niggun connected to the ??? ???''?- ""Lechatchilla Arriber"""
879569,I took part of a Farbrengen and told a story about the ??? ???''?
879570,I helped prepare for ??? ???
879571,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
879572,I went to ??? and davened my ????? quota nicely
879573,"I ate & drank in the ???? and said ""???? ?????"""
879574,I said a ??? ???? during any meal
879575,I shook ???? and ????? before eating
879576,I went to ??? and davened my ????? and ???? quotas nicely
879577,I followed along by ????? ?????
879578,I went under the ???? for Duchening
879579,I went to ??? & davened my ???? quota nicely
879580,I davened my ????? quota nicely
879581,I shook ???? and ????? before eating
879582,I went to ??? and davened my ????? and ???? quotas
879583,I followed along by ????? ?????
879584,I went under a ???? for Duchening
879585,"I ate & drank in the ???? and said ""???? ?????"""
879586,"I helped set up, serve, or clean up by any meal"
879587,I said a ??? ???? during any meal
879588,I went to ??? & davened my ???? & ????? quotas nicely
879589,I davened my ????? quota nicely
879590,"I davened my ?????, ????, & ??? quotas with a ????"
879591,I had a Rev'iis of grape juice
879592,"I ate & drank in the ???? and said ""???? ?????"""
879593,I learned ???? for at least 15 minutes
879594,I davened my ???? quota with a ????
879595,I davened my ????? quota
879596,I participated in ???? ??? ??????
879597,I shook the ???? and ????? before eating
879598,"I davened my ?????, ????, & ??? quotas with a ????"
879599,I had a Rev'iis of grape juice
879600,"I ate & drank in the ???? and said ""???? ?????"""
879601,I learned ???? for at least 15 minutes
879602,I davened my ???? quota with a ????
879603,I davened my ????? quota
879604,I participated in ???? ??? ??????
879605,I shook the ???? and ????? before eating
879606,"I davened my ?????, ????, & ??? quotas with a ????"
879607,I had a Rev'iis of grape juice
879608,"I ate & drank in the ???? and said ""???? ?????"""
879609,I learned ???? for at least 15 minutes
879610,I davened my ???? quota with a ????
879611,I davened my ????? quota
879612,I participated in ???? ??? ??????
879613,I shook the ???? and ?????
879614,"I davened my ?????, ????, & ??? quotas with a ????"
879615,I had a Rev'iis of grape juice
879616,"I ate & drank in the ???? and said ""???? ?????"""
879617,I learned ???? for at least 15 minutes
879618,I davened my ???? quota with a ????
879619,I davened my ????? quota
879620,I participated in ???? ??? ??????
879621,I stayed up at night and said ?????
879622,I shook the ???? and ????? before eating
879623,"I davened my ?????, ????, & ??? quotas with a ????"
879624,I had a Rev'iis of grape juice
879625,"I ate & drank in the ???? and said ""???? ?????"""
879626,I learned ???? for at least 15 minutes
879627,"I ate ?????? and ""klapped Hoshanas"""
879628,I helped prepare for ??? ???
879629,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
879630,I went to ??? and davened my ???? and ????? quotas nicely
879631,I participated in ????? and said ??? ????
879632,I went to ??? and davened my ????? and ???? quotas nicely
879633,I followed ????? ????? inside
879634,I went under the ???? for Duchening
879635,"I started saying ""???? ???? ?????? ????"""
879636,I ate and drank in the ????
879637,"I helped set up, serve, or clean up by any meal"
879638,I said a ??? ???? during any meal
879639,I went on Tahalucha
879640,I went to ??? and davened my ???? & ????? quotas nicely
879641,I participated in ????? and said ??? ????
879642,I went to ??? and davened my ????? and ???? quotas nicely
879643,I went under the ???? for Duchening
879644,I participated in ????? and said ??? ????
879645,I had an ???-? with all the kinderlach
879646,I followed along by ????? ?????
879647,"I said ""??? ??? ??????"" after we finished reading the whole ????"
879648,"I helped set up, serve, or clean up by any meal"
879649,I said a ??? ???? during any meal
879650,"I went to a Farbrengen on ??? ?????? and extended Yom Tov into the week, and sang the Rebbaims niggunim."
879651,I did something special on ??? ?????? because this ??? will affect my whole year.
879652,I did Kapparos (anytime before ??? ?????)
879653,I went to the ????
879654,I asked my friends for forgiveness
879655,I asked for Lekach- honey cake
879656,I gave extra ????
879657,I ate the first ????? (with kreplach)
879658,"I got ????? and said ""???? ????"""
879659,I davened my ???? quota with ?? ???
879660,I ate the ????? ??????
879661,I received a ???? ?????
879662,I listened to the Rebbe's Brocha to Klal Yisrael after Mincha
879663,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
879664,I went to ??? for ?? ???? and davened my quota nicely
879665,I said extra ?????? after ?????
879666,I fasted part of the day
879667,I behaved extra well because my parents were fasting
879668,I went to ??? and davened my ????? quota nicely
879669,I followed ????? ????? inside
879670,I davened my ???? quota nicely
879671,"I bowed down for ""Koyrim"""
879672,I went under the ???? for duchening
879673,I listened to ????? ????? & ????? ????
879674,I davened my ???? & ????? quotas nicely
879675,"I said "" ...???, ???? ??, ?' ???"" out loud"
879676,I sang Napolean's March before ???? blowing
879677,"I heard the ???? and said ""???? ??? ????????"""
879678,I spoke about or helped build the ???? on ????? ??? ?????
879679,I learned something about the ??? ???''?
879680,"I sang a niggun connected to the ??? ???''?- ""Lechatchilla Arriber"""
879681,I took part of a Farbrengen and told a story about the ??? ???''?
879682,I helped prepare for ??? ???
879683,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
879684,I went to ??? and davened my ????? quota nicely
879685,"I ate & drank in the ???? and said ""???? ?????"""
879686,I said a ??? ???? during any meal
879687,I shook ???? and ????? before eating
879688,I went to ??? and davened my ????? and ???? quotas nicely
879689,I followed along by ????? ?????
879690,I went under the ???? for Duchening
879691,I went to ??? & davened my ???? quota nicely
879692,I davened my ????? quota nicely
879693,I shook ???? and ????? before eating
879694,I went to ??? and davened my ????? and ???? quotas
879695,I followed along by ????? ?????
879696,I went under a ???? for Duchening
879697,"I ate & drank in the ???? and said ""???? ?????"""
879698,"I helped set up, serve, or clean up by any meal"
879699,I said a ??? ???? during any meal
879700,I went to ??? & davened my ???? & ????? quotas nicely
879701,I davened my ????? quota nicely
879702,"I davened my ?????, ????, & ??? quotas with a ????"
879703,I had a Rev'iis of grape juice
879704,"I ate & drank in the ???? and said ""???? ?????"""
879705,I learned ???? for at least 15 minutes
879706,I davened my ???? quota with a ????
879707,I davened my ????? quota
879708,I participated in ???? ??? ??????
879709,I shook the ???? and ????? before eating
879710,"I davened my ?????, ????, & ??? quotas with a ????"
879711,I had a Rev'iis of grape juice
879712,"I ate & drank in the ???? and said ""???? ?????"""
879713,I learned ???? for at least 15 minutes
879714,I davened my ???? quota with a ????
879715,I davened my ????? quota
879716,I participated in ???? ??? ??????
879717,I shook the ???? and ????? before eating
879718,"I davened my ?????, ????, & ??? quotas with a ????"
879719,I had a Rev'iis of grape juice
879720,"I ate & drank in the ???? and said ""???? ?????"""
879721,I learned ???? for at least 15 minutes
879722,I davened my ???? quota with a ????
879723,I davened my ????? quota
879724,I participated in ???? ??? ??????
879725,I shook the ???? and ?????
879726,"I davened my ?????, ????, & ??? quotas with a ????"
879727,I had a Rev'iis of grape juice
879728,"I ate & drank in the ???? and said ""???? ?????"""
879729,I learned ???? for at least 15 minutes
879730,I davened my ???? quota with a ????
879731,I davened my ????? quota
879732,I participated in ???? ??? ??????
879733,I stayed up at night and said ?????
879734,I shook the ???? and ????? before eating
879735,"I davened my ?????, ????, & ??? quotas with a ????"
879736,I had a Rev'iis of grape juice
879737,"I ate & drank in the ???? and said ""???? ?????"""
879738,I learned ???? for at least 15 minutes
879739,"I ate ?????? and ""klapped Hoshanas"""
879740,I helped prepare for ??? ???
879741,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
879742,I went to ??? and davened my ???? and ????? quotas nicely
879743,I participated in ????? and said ??? ????
879744,I went to ??? and davened my ????? and ???? quotas nicely
879745,I followed ????? ????? inside
879746,I went under the ???? for Duchening
879747,"I started saying ""???? ???? ?????? ????"""
879748,I ate and drank in the ????
879749,"I helped set up, serve, or clean up by any meal"
879750,I said a ??? ???? during any meal
879751,I went on Tahalucha
879752,I went to ??? and davened my ???? & ????? quotas nicely
879753,I participated in ????? and said ??? ????
879754,I went to ??? and davened my ????? and ???? quotas nicely
879755,I went under the ???? for Duchening
879756,I participated in ????? and said ??? ????
879757,I had an ???-? with all the kinderlach
879758,I followed along by ????? ?????
879759,"I said ""??? ??? ??????"" after we finished reading the whole ????"
879760,"I helped set up, serve, or clean up by any meal"
879761,I said a ??? ???? during any meal
879762,"I went to a Farbrengen on ??? ?????? and extended Yom Tov into the week, and sang the Rebbaims niggunim."
879763,I did something special on ??? ?????? because this ??? will affect my whole year.
879764,I did Kapparos (anytime before ??? ?????)
879765,I went to the ????
879766,I asked my friends for forgiveness
879767,I asked for Lekach- honey cake
879768,I gave extra ????
879769,I ate the first ????? (with kreplach)
879770,"I got ????? and said ""???? ????"""
879771,I davened my ???? quota with ?? ???
879772,I ate the ????? ??????
879773,I received a ???? ?????
879774,I listened to the Rebbe's Brocha to Klal Yisrael after Mincha
879775,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
879776,I went to ??? for ?? ???? and davened my quota nicely
879777,I said extra ?????? after ?????
879778,I fasted part of the day
879779,I behaved extra well because my parents were fasting
879780,I went to ??? and davened my ????? quota nicely
879781,I followed ????? ????? inside
879782,I davened my ???? quota nicely
879783,"I bowed down for ""Koyrim"""
879784,I went under the ???? for duchening
879785,I listened to ????? ????? & ????? ????
879786,I davened my ???? & ????? quotas nicely
879787,"I said "" ...???, ???? ??, ?' ???"" out loud"
879788,I sang Napolean's March before ???? blowing
879789,"I heard the ???? and said ""???? ??? ????????"""
879790,I spoke about or helped build the ???? on ????? ??? ?????
879791,I learned something about the ??? ???''?
879792,"I sang a niggun connected to the ??? ???''?- ""Lechatchilla Arriber"""
879793,I took part of a Farbrengen and told a story about the ??? ???''?
879794,I helped prepare for ??? ???
879795,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
879796,I went to ??? and davened my ????? quota nicely
879797,"I ate & drank in the ???? and said ""???? ?????"""
879798,I said a ??? ???? during any meal
879799,I shook ???? and ????? before eating
879800,I went to ??? and davened my ????? and ???? quotas nicely
879801,I followed along by ????? ?????
879802,I went under the ???? for Duchening
879803,I went to ??? & davened my ???? quota nicely
879804,I davened my ????? quota nicely
879805,I shook ???? and ????? before eating
879806,I went to ??? and davened my ????? and ???? quotas
879807,I followed along by ????? ?????
879808,I went under a ???? for Duchening
879809,"I ate & drank in the ???? and said ""???? ?????"""
879810,"I helped set up, serve, or clean up by any meal"
879811,I said a ??? ???? during any meal
879812,I went to ??? & davened my ???? & ????? quotas nicely
879813,I davened my ????? quota nicely
879814,"I davened my ?????, ????, & ??? quotas with a ????"
879815,I had a Rev'iis of grape juice
879816,"I ate & drank in the ???? and said ""???? ?????"""
879817,I learned ???? for at least 15 minutes
879818,I davened my ???? quota with a ????
879819,I davened my ????? quota
879820,I participated in ???? ??? ??????
879821,I shook the ???? and ????? before eating
879822,"I davened my ?????, ????, & ??? quotas with a ????"
879823,I had a Rev'iis of grape juice
879824,"I ate & drank in the ???? and said ""???? ?????"""
879825,I learned ???? for at least 15 minutes
879826,I davened my ???? quota with a ????
879827,I davened my ????? quota
879828,I participated in ???? ??? ??????
879829,I shook the ???? and ????? before eating
879830,"I davened my ?????, ????, & ??? quotas with a ????"
879831,I had a Rev'iis of grape juice
879832,"I ate & drank in the ???? and said ""???? ?????"""
879833,I learned ???? for at least 15 minutes
879834,I davened my ???? quota with a ????
879835,I davened my ????? quota
879836,I participated in ???? ??? ??????
879837,I shook the ???? and ?????
879838,"I davened my ?????, ????, & ??? quotas with a ????"
879839,I had a Rev'iis of grape juice
879840,"I ate & drank in the ???? and said ""???? ?????"""
879841,I learned ???? for at least 15 minutes
879842,I davened my ???? quota with a ????
879843,I davened my ????? quota
879844,I participated in ???? ??? ??????
879845,I stayed up at night and said ?????
879846,I shook the ???? and ????? before eating
879847,"I davened my ?????, ????, & ??? quotas with a ????"
879848,I had a Rev'iis of grape juice
879849,"I ate & drank in the ???? and said ""???? ?????"""
879850,I learned ???? for at least 15 minutes
879851,"I ate ?????? and ""klapped Hoshanas"""
879852,I helped prepare for ??? ???
879853,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
879854,I went to ??? and davened my ???? and ????? quotas nicely
879855,I participated in ????? and said ??? ????
879856,I went to ??? and davened my ????? and ???? quotas nicely
879857,I followed ????? ????? inside
879858,I went under the ???? for Duchening
879859,"I started saying ""???? ???? ?????? ????"""
879860,I ate and drank in the ????
879861,"I helped set up, serve, or clean up by any meal"
879862,I said a ??? ???? during any meal
879863,I went on Tahalucha
879864,I went to ??? and davened my ???? & ????? quotas nicely
879865,I participated in ????? and said ??? ????
879866,I went to ??? and davened my ????? and ???? quotas nicely
879867,I went under the ???? for Duchening
879868,I participated in ????? and said ??? ????
879869,I had an ???-? with all the kinderlach
879870,I followed along by ????? ?????
879871,"I said ""??? ??? ??????"" after we finished reading the whole ????"
879872,"I helped set up, serve, or clean up by any meal"
879873,I said a ??? ???? during any meal
879874,"I went to a Farbrengen on ??? ?????? and extended Yom Tov into the week, and sang the Rebbaims niggunim."
879875,I did something special on ??? ?????? because this ??? will affect my whole year.
879876,I did Kapparos (anytime before ??? ?????)
879877,I went to the ????
879878,I asked my friends for forgiveness
879879,I asked for Lekach- honey cake
879880,I gave extra ????
879881,I ate the first ????? (with kreplach)
879882,"I got ????? and said ""???? ????"""
879883,I davened my ???? quota with ?? ???
879884,I ate the ????? ??????
879885,I received a ???? ?????
879886,I listened to the Rebbe's Brocha to Klal Yisrael after Mincha
879887,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
879888,I went to ??? for ?? ???? and davened my quota nicely
879889,I said extra ?????? after ?????
879890,I fasted part of the day
879891,I behaved extra well because my parents were fasting
879892,I went to ??? and davened my ????? quota nicely
879893,I followed ????? ????? inside
879894,I davened my ???? quota nicely
879895,"I bowed down for ""Koyrim"""
879896,I went under the ???? for duchening
879897,I listened to ????? ????? & ????? ????
879898,I davened my ???? & ????? quotas nicely
879899,"I said "" ...???, ???? ??, ?' ???"" out loud"
879900,I sang Napolean's March before ???? blowing
879901,"I heard the ???? and said ""???? ??? ????????"""
879902,I spoke about or helped build the ???? on ????? ??? ?????
879903,I learned something about the ??? ???''?
879904,"I sang a niggun connected to the ??? ???''?- ""Lechatchilla Arriber"""
879905,I took part of a Farbrengen and told a story about the ??? ???''?
879906,I helped prepare for ??? ???
879907,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
879908,I went to ??? and davened my ????? quota nicely
879909,"I ate & drank in the ???? and said ""???? ?????"""
879910,I said a ??? ???? during any meal
879911,I shook ???? and ????? before eating
879912,I went to ??? and davened my ????? and ???? quotas nicely
879913,I followed along by ????? ?????
879914,I went under the ???? for Duchening
879915,I went to ??? & davened my ???? quota nicely
879916,I davened my ????? quota nicely
879917,I shook ???? and ????? before eating
879918,I went to ??? and davened my ????? and ???? quotas
879919,I followed along by ????? ?????
879920,I went under a ???? for Duchening
879921,"I ate & drank in the ???? and said ""???? ?????"""
879922,"I helped set up, serve, or clean up by any meal"
879923,I said a ??? ???? during any meal
879924,I went to ??? & davened my ???? & ????? quotas nicely
879925,I davened my ????? quota nicely
879926,"I davened my ?????, ????, & ??? quotas with a ????"
879927,I had a Rev'iis of grape juice
879928,"I ate & drank in the ???? and said ""???? ?????"""
879929,I learned ???? for at least 15 minutes
879930,I davened my ???? quota with a ????
879931,I davened my ????? quota
879932,I participated in ???? ??? ??????
879933,I shook the ???? and ????? before eating
879934,"I davened my ?????, ????, & ??? quotas with a ????"
879935,I had a Rev'iis of grape juice
879936,"I ate & drank in the ???? and said ""???? ?????"""
879937,I learned ???? for at least 15 minutes
879938,I davened my ???? quota with a ????
879939,I davened my ????? quota
879940,I participated in ???? ??? ??????
879941,I shook the ???? and ????? before eating
879942,"I davened my ?????, ????, & ??? quotas with a ????"
879943,I had a Rev'iis of grape juice
879944,"I ate & drank in the ???? and said ""???? ?????"""
879945,I learned ???? for at least 15 minutes
879946,I davened my ???? quota with a ????
879947,I davened my ????? quota
879948,I participated in ???? ??? ??????
879949,I shook the ???? and ?????
879950,"I davened my ?????, ????, & ??? quotas with a ????"
879951,I had a Rev'iis of grape juice
879952,"I ate & drank in the ???? and said ""???? ?????"""
879953,I learned ???? for at least 15 minutes
879954,I davened my ???? quota with a ????
879955,I davened my ????? quota
879956,I participated in ???? ??? ??????
879957,I stayed up at night and said ?????
879958,I shook the ???? and ????? before eating
879959,"I davened my ?????, ????, & ??? quotas with a ????"
879960,I had a Rev'iis of grape juice
879961,"I ate & drank in the ???? and said ""???? ?????"""
879962,I learned ???? for at least 15 minutes
879963,"I ate ?????? and ""klapped Hoshanas"""
879964,I helped prepare for ??? ???
879965,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
879966,I went to ??? and davened my ???? and ????? quotas nicely
879967,I participated in ????? and said ??? ????
879968,I went to ??? and davened my ????? and ???? quotas nicely
879969,I followed ????? ????? inside
879970,I went under the ???? for Duchening
879971,"I started saying ""???? ???? ?????? ????"""
879972,I ate and drank in the ????
879973,"I helped set up, serve, or clean up by any meal"
879974,I said a ??? ???? during any meal
879975,I went on Tahalucha
879976,I went to ??? and davened my ???? & ????? quotas nicely
879977,I participated in ????? and said ??? ????
879978,I went to ??? and davened my ????? and ???? quotas nicely
879979,I went under the ???? for Duchening
879980,I participated in ????? and said ??? ????
879981,I had an ???-? with all the kinderlach
879982,I followed along by ????? ?????
879983,"I said ""??? ??? ??????"" after we finished reading the whole ????"
879984,"I helped set up, serve, or clean up by any meal"
879985,I said a ??? ???? during any meal
879986,"I went to a Farbrengen on ??? ?????? and extended Yom Tov into the week, and sang the Rebbaims niggunim."
879987,I did something special on ??? ?????? because this ??? will affect my whole year.
879988,I did Kapparos (anytime before ??? ?????)
879989,I went to the ????
879990,I asked my friends for forgiveness
879991,I asked for Lekach- honey cake
879992,I gave extra ????
879993,I ate the first ????? (with kreplach)
879994,"I got ????? and said ""???? ????"""
879995,I davened my ???? quota with ?? ???
879996,I ate the ????? ??????
879997,I received a ???? ?????
879998,I listened to the Rebbe's Brocha to Klal Yisrael after Mincha
879999,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
880000,I went to ??? for ?? ???? and davened my quota nicely
880001,I said extra ?????? after ?????
880002,I fasted part of the day
880003,I behaved extra well because my parents were fasting
880004,I went to ??? and davened my ????? quota nicely
880005,I followed ????? ????? inside
880006,I davened my ???? quota nicely
880007,"I bowed down for ""Koyrim"""
880008,I went under the ???? for duchening
880009,I listened to ????? ????? & ????? ????
880010,I davened my ???? & ????? quotas nicely
880011,"I said "" ...???, ???? ??, ?' ???"" out loud"
880012,I sang Napolean's March before ???? blowing
880013,"I heard the ???? and said ""???? ??? ????????"""
880014,I spoke about or helped build the ???? on ????? ??? ?????
880015,I learned something about the ??? ???''?
880016,"I sang a niggun connected to the ??? ???''?- ""Lechatchilla Arriber"""
880017,I took part of a Farbrengen and told a story about the ??? ???''?
880018,I helped prepare for ??? ???
880019,"I reminded all the girls in my family to give ???? and light candles using their own candlesticks, and in their ??? clothing"
880020,I went to ??? and davened my ????? quota nicely
880021,"I ate & drank in the ???? and said ""???? ?????"""
880022,I said a ??? ???? during any meal
880023,I shook ???? and ????? before eating
880024,I went to ??? and davened my ????? and ???? quotas nicely
880025,I followed along by ????? ?????
880026,I went under the ???? for Duchening
880027,I went to ??? & davened my ???? quota nicely
880028,I davened my ????? quota nicely
880029,I shook ???? and ????? before eating
880030,I went to ??? and davened my ????? and ???? quotas
880031,I followed along by ????? ?????
880032,I went under a ???? for Duchening
880033,"I ate & drank in the ???? and said ""???? ?????"""
880034,"I helped set up, serve, or clean up by any meal"
880035,I said a ??? ???? during any meal
880036,I went to ??? & davened my ???? & ????? quotas nicely
880037,I davened my ????? quota nicely
880038,"I davened my ?????, ????, & ??? quotas with a ????"
880039,I had a Rev'iis of grape juice
880040,"I ate & drank in the ???? and said ""???? ?????"""
880041,I learned ???? for at least 15 minutes
